name,latitude,longitude,subtype,year,date_reported,description,image_url,official_url,county,city
Big Bay Point Light,46.840278,-87.681944,Lighthouse,1896,1896-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Bay%20Point%20Light%20Station.jpg,https://en.wikipedia.org/wiki/Big_Bay_Point_Light,Marquette,
Bois Blanc Light,45.811,-84.422,Lighthouse,,,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Boisblanc.jpg,https://en.wikipedia.org/wiki/Bois_Blanc_Light,Mackinac,
Charity Island Light,44.0375,-83.441111,Lighthouse,1857,1857-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/CharityIsland.jpg,https://en.wikipedia.org/wiki/Charity_Island_Light,Arenac,
Charlevoix South Pier Light Station,45.320278,-85.265,Lighthouse,1948,1948-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Charlevoix%20South%20Pier%20Light%20Station%20%28July%202019%29.jpg,https://en.wikipedia.org/wiki/Charlevoix_South_Pier_Light_Station,Charlevoix,
Cheboygan Crib Light,45.6568,-84.465,Lighthouse,1884,1884-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Cheboygan%20Crib%20Lighthouse%201.jpg,https://en.wikipedia.org/wiki/Cheboygan_Crib_Light,Cheboygan,
Copper Harbor Front Range Light,47.4811,-87.8667,Lighthouse,,,"lighthouse in Michigan, United States",,https://en.wikipedia.org/wiki/Copper_Harbor_Front_Range_Light,Keweenaw,
Copper Harbor Light,47.4745,-87.8603,Lighthouse,1848,1848-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Copper%20Harbor%20Light.jpg,https://en.wikipedia.org/wiki/Copper_Harbor_Light,Keweenaw,
Crisp Point Light,46.7529,-85.2573,Lighthouse,,,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Crisp%20Point%20Light.jpg,https://en.wikipedia.org/wiki/Crisp_Point_Light,Luce,
Eagle River Light,47.4137,-88.2983,Lighthouse,1858,1858-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Eagle%20River%20023%2021.jpg,https://en.wikipedia.org/wiki/Eagle_River_Light,Keweenaw,
Grand Haven South Pierhead Entrance Light,43.056944,-86.255833,Lighthouse,1839,1839-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/GrandHavenFrontLight.jpg,https://en.wikipedia.org/wiki/Grand_Haven_South_Pierhead_Entrance_Light,Ottawa,
Grand Haven South Pierhead Inner Light,43.057222,-86.253889,Lighthouse,1881,1881-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Haven%20Lights.jpg,https://en.wikipedia.org/wiki/Grand_Haven_South_Pierhead_Inner_Light,Ottawa,
Grand Island East Channel Light,46.456667,-86.623333,Lighthouse,,,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Island%20East%20Channel%20Lighthouse%202009.jpg,https://en.wikipedia.org/wiki/Grand_Island_East_Channel_Light,Alger,
Grand Island North Light,46.560389,-86.68,Lighthouse,1867,1867-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Island%20North%20Lighthouse.jpg,https://en.wikipedia.org/wiki/Grand_Island_North_Light,Alger,
Grand Marais Harbor of Refuge Inner and Outer Lights,46.683735,-85.971939,Lighthouse,1895,1895-01-01,"range lights in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Marais%20Harbor%20of%20Refuge%20Inner%20and%20Outer%20Lights%20%28June%202021%29.jpg,https://en.wikipedia.org/wiki/Grand_Marais_Harbor_of_Refuge_Inner_and_Outer_Lights,Alger,
Grassy Island Light,42.2243,-83.1331,Lighthouse,,,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/GrassyIslandLighthouse.png,https://en.wikipedia.org/wiki/Grassy_Island_Light,Wayne,
Gravelly Shoal Light,44.0183,-83.5372,Lighthouse,1939,1939-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Gravellyshoal.JPG,https://en.wikipedia.org/wiki/Gravelly_Shoal_Light,Arenac,
Huron Island Light,46.963333,-87.998333,Lighthouse,1868,1868-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Huron%20National%20Wildlife%20Refuge%20%287448259144%29.jpg,https://en.wikipedia.org/wiki/Huron_Island_Light,Marquette,
Ile Aux Galets,45.676389,-85.171667,Lighthouse,1888,1888-01-01,"lighthouse in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Ileauxgalets.JPG,https://en.wikipedia.org/wiki/Ile_Aux_Galets_Light,Emmet,
Keweenaw Waterway Lower Entrance Light,46.968889,-88.431111,Lighthouse,1919,1919-01-01,lighthouse in the United States,http://commons.wikimedia.org/wiki/Special:FilePath/Keweenaw%20Waterway%20Lower%20Entrance%20Light.jpg,https://en.wikipedia.org/wiki/Keweenaw_Waterway_Lower_Entrance_Light,Houghton,
Little Traverse Light,45.4189,-84.9783,Lighthouse,,,"lighthouse at Harbor Point on Little Traverse Bay of Lake Michigan in Emmet County, Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Little%20Traverse%20Lighthouse.jpg,https://en.wikipedia.org/wiki/Little_Traverse_Light,Emmet,
