name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
Michigan Central Railroad Jackson Depot,42.247921943000115,-84.39948738899993,building,2012,"Michigan Central Railroad Depots
In the nineteenth century Jackson's central location in Michigan developed the city into a prominent rail hub. When the Michigan Central Railroad (MCRR) reached Jackson in 1841, it built a passenger depot a block and a half northwest of here, followed by a freight depot at this location. Prior to the Civil War, both were part of a freedom corridor used by the Underground Railroad to help self-liberated people reach Canada. After the Civil War, Jackson led the MCRR in passenger traffic and was second in the amount of freight shipped. In 1873 the MCRR replaced i…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1812/attachments/2055,https://catalog.archives.gov/id/25339611,Jackson,Jackson
Cathedral Church of St. Paul Complex,42.356285047000135,-83.06371506199997,building,2012,"Cathedral Church of St. Paul
In 1824 the Reverend Richard Cadle led the founding of St. Paul's Church, the first Episcopal church in Michigan. St. Paul's purchased property here in 1892, and construction of this Gothic Revival style cathedral, designed by Ralph Adams Cram, began in 1908. Detroit's Pewabic Pottery fashioned the large installation of ceramic floor tile inside the cathedral. In 1911 Bishop Charles D. Williams dedicated the cathedral. St. Paul's partnered with WWJ, The Detroit New's radio station, in 1922 to become of the first churches in Detroit to broadcast its services live.…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1813/attachments/2057,https://catalog.archives.gov/id/25338685,Wayne,Detroit
Amity Lodge No. 335 Temple-Spiritual Israel Church and Its Army Temple,42.36453600000009,-82.98693699999994,building,2024,"The Spiritual Israel Church and Its Army
Bishop Derrick Fields founded this congregation of Ethiopian Israelites in Alabama in the early twentieth century. The congregation moved to Detroit during the Great Migration and incorporated in 1938 during the kingship of Bishop William Dixon. I-75's construction in the 1950s forced its relocation from 5434 Hastings Street in Black Bottom. Archbishop Martin Tumpkin led the Spiritual Israel Church and its Army in buying this building in 1960, making it the headquarters of all of the church's temples. Built in 1911 by the Amity and Island View Lodges o…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1814/attachments/2061,,Wayne,Detroit
Guardian Angels Church,44.241892000000064,-86.32219699999989,building,2024,"Guardian Angels Church
On January 24, 1888, a predominantly Irish and German group left St. Mary’s Catholic Church in Manistee and founded a new church. The Reverend H. W. Grimme became the church’s pastor in May 1888 and proposed that the new church be dedicated to the “Guardian Angel.” In June 1888 the congregation purchased the orchard of the Englemann homestead. There they laid the building’s cornerstone on September 2, 1888. Bishop H. J. Richter dedicated Guardian Angels Church on December 21, 1890. At 170 feet tall and topped with a 12-foot white cross, the church’s steeple placed it am…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1821/attachments/2075,,Manistee,Manistee
New Bethel Baptist Church,42.36802388000018,-83.10469253699993,building,2022,"New Bethel Baptist Church
The Helping Hand Society, a local prayer group, established the New Bethel Baptist Church in March 1932. Five ministers served as pastor through 1982: V. L. Bolton, H. H. Coleman, N. H. Armstrong, William E. Ramsey, and C. L. Franklin. In June 1961 Franklin, the father of Aretha Franklin, purchased this building after the congregation was forced to leave its site at 4210 Hastings Street in Paradise Valley for construction of the Chrysler Freeway. This building was constructed in 1927 as the Orient Theater and renamed the Oriole the same year. Franklin commissioned lo…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1833/attachments/2109,,Wayne,Detroit
Saginaw News Building,43.43171900000003,-83.94015699999994,building,2024,"Saginaw News Building
In 1918 a group of investors, led by George G. and Ralph H. Booth of Booth Newspapers, met and merged the Saginaw Evening News and the Courier-Herald into the Saginaw News Courier. The paper was renamed the Saginaw Daily News in 1927 and the Saginaw News on July 24, 1936. By the mid-1950s the company had outgrown its building at the corner of Federal and South Washington Avenues. Work began on this building, adjacent to the old structure, on August 19, 1958. The new headquarters was occupied by 1960, at which time the old building was demolished. The new structure housed…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1835/attachments/2115,,Saginaw,Saginaw
First Presbyterian Church,43.60219028500017,-83.17436759399999,building,2012,"First Presbyterian Church
Three people gathered in June 1877 to form the First Presbyterian Society of Cass City. The congregation soon called its first pastor, the Reverend John Kelland, who led fundraising efforts to build a permanent home for the society. By the fall of 1878, a wood building was erected on this site. The current church, which incorporated the original building, was dedicated on February 10, 1907, with three services. The city´s other churches closed that day as their members joined in the celebration. Noted at that time for its ""modern conveniences,"" the church retains suc…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1854/attachments/2159,https://catalog.archives.gov/id/25340565,Tuscola,Cass City
Malcolm X House,42.277445580000176,-83.31293303299998,building,2022,"Malcolm X Shabazz
Malcolm Little (1925-1965) arrived at this house on August 8, 1952. He  joined the Nation of Islam (NOI) soon after, taking the name Malcolm X.      He became the assistant minister at Detroit’s Temple No. 1 in mid-1953. He was later sent to the East Coast to aid in recruiting and founding temples. In 1958 he proposed to Betty Dean Sanders from a Detroit phone booth. They wed a few days later in Lansing. In December 1963 Malcolm gave his “Message to the Grass Roots” speech at King Solomon Baptist Church in Detroit. He left NOI in March 1964   and started two new organization…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1868/attachments/2415,,Wayne,Inkster
Civil War Memorial,41.89646500000003,-84.02928799999997,object,2012,,,,Lenawee,Adrian
Kent County Civil War Monument,42.96363885400012,-85.6678706059999,object,2012,,,https://catalog.archives.gov/id/25339730,Kent,Grand Rapids
Michigan Soldiers' and Sailors' Monument,42.33164791100017,-83.04652328099996,object,2012,,,https://catalog.archives.gov/id/25341172,Wayne,Detroit
Bagley Memorial Fountain,42.332097930000025,-83.0465378839999,object,2012,,,https://catalog.archives.gov/id/25341030,Wayne,Detroit
Ironwood Theatre Complex,46.453968640000085,-90.16947755899997,building,2012,,,https://catalog.archives.gov/id/25339328,Gogebic,Ironwood
Chicago and Northwestern Railroad Depot,46.455699028000076,-90.17029942999996,building,2012,,,https://catalog.archives.gov/id/25339320,Gogebic,Ironwood
Gogebic County Courthouse,46.48217061900004,-90.05323003099996,building,2012,,,https://catalog.archives.gov/id/25339318,Gogebic,Bessemer
"Curry, Solomon S., House",46.455755802000155,-90.1617015949999,building,2012,,,https://catalog.archives.gov/id/25339331,Gogebic,Ironwood
Ironwood City Hall,46.45442737300011,-90.16619821599988,building,2012,,,https://catalog.archives.gov/id/25339324,Gogebic,Ironwood
Memorial Building,46.45558944099996,-90.1658774519999,building,2012,,,https://catalog.archives.gov/id/25339322,Gogebic,Ironwood
Newton-Allaire House,45.646547811000175,-84.47904374399991,building,2012,,,https://catalog.archives.gov/id/25339131,Cheboygan,Cheboygan
"Church, Philetus S., House",46.521199502000115,-84.12244971699994,building,2012,,,https://catalog.archives.gov/id/25339152,Chippewa,Sugar Island
"MacLachlan, Dr. Charles H., Sanitarium and House",43.386013724000065,-84.74642360899996,building,2012,,,https://catalog.archives.gov/id/25339359,Gratiot,Elwell
"Appeldorn, Peter B., House",42.28322695200011,-85.5918014159999,building,2012,,,https://catalog.archives.gov/id/25338169,Kalamazoo,Kalamazoo
"Gibbs, John, House",42.25962967099997,-85.64021458799994,building,2012,,,https://catalog.archives.gov/id/25338201,Kalamazoo,Kalamazoo
Illinois Envelope Co. Building,42.271932966,-85.57786487499999,building,2012,,,https://catalog.archives.gov/id/25338210,Kalamazoo,Kalamazoo
Lawrence and Chapin Building,42.29282656100008,-85.5851589749999,building,2012,,,https://catalog.archives.gov/id/25338203,Kalamazoo,Kalamazoo
"Montague, Henry, House",42.28367164400015,-85.59870470599999,building,2012,,,https://catalog.archives.gov/id/25338207,Kalamazoo,Kalamazoo
Old Fire House No. 4,42.297305047999984,-85.5831785879999,building,2012,,,https://catalog.archives.gov/id/25338205,Kalamazoo,Kalamazoo
"Prentice, Alonzo T., House",42.28853330100013,-85.59489769799984,building,2012,,,https://catalog.archives.gov/id/25338161,Kalamazoo,Kalamazoo
"Roberts, Martin W., House",42.28175031300008,-85.59256192399994,building,2012,,,https://catalog.archives.gov/id/25338167,Kalamazoo,Kalamazoo
"Shaffer, Enoch, House",42.30601714200002,-85.60330580699991,building,2012,,,https://catalog.archives.gov/id/25338163,Kalamazoo,Kalamazoo
State Hospital Gatehouse,42.28139056300018,-85.59996796099993,building,2012,,,https://catalog.archives.gov/id/25338165,Kalamazoo,Kalamazoo
"Stevens, Andrew J., House",42.2517581190001,-85.61456295499988,building,2012,,,https://catalog.archives.gov/id/25338155,Kalamazoo,Kalamazoo
"Welsh, William L., Terrace",42.284878196000136,-85.58327467999995,building,2012,,,https://catalog.archives.gov/id/25338153,Kalamazoo,Kalamazoo
Aldrich Building,42.96519493100015,-85.67004416799995,building,2012,,,https://catalog.archives.gov/id/25339691,Kent,Grand Rapids
Fine Arts Building,42.967040919000176,-85.673928296,building,2012,,,https://catalog.archives.gov/id/25339683,Kent,Grand Rapids
Loraine Building,42.962982999000126,-85.66567771999992,building,2012,,,https://catalog.archives.gov/id/25339665,Kent,Grand Rapids
Harlow Block,46.543490642000094,-87.392976849,building,2012,,,https://catalog.archives.gov/id/25340053,Marquette,Marquette
Old Central High School,42.28469614400017,-85.59043460899993,building,2012,,,https://catalog.archives.gov/id/25338195,Kalamazoo,Kalamazoo
First United Presbyterian Church,46.49474523700001,-84.34654259899992,building,2012,,,https://catalog.archives.gov/id/25339162,Chippewa,Sault Ste. Marie
Portland First Congregational Church,42.86693965200009,-84.85120348599992,building,2012,,,https://catalog.archives.gov/id/25339533,Ionia,Portland
Holland Old City Hall and Fire Station,42.79001354800004,-86.10235391099991,building,2012,,,https://catalog.archives.gov/id/25340362,Ottawa,Holland
"Gold, Egbert H., Estate",42.78096354500007,-86.15578606899999,building,2012,,,https://catalog.archives.gov/id/25340380,Ottawa,Holland
Chippewa County Courthouse,46.49814029900011,-84.34546504999997,building,2012,,,https://catalog.archives.gov/id/25339144,Chippewa,Sault Ste. Marie
Beechwood Store,46.15987943700002,-88.75765834699989,building,2012,,,https://catalog.archives.gov/id/25338099,Iron,Iron River Township
Bethany Lutheran Church,46.15936387000011,-88.76191598699995,building,2012,,,https://catalog.archives.gov/id/25338141,Iron,Iron River
"Bowers, Joseph, House",46.234581406000125,-88.44943334199998,building,2012,,,https://catalog.archives.gov/id/25338035,Iron,Amasa
"Byers, Isaac W., House",46.087629528000086,-88.64748573999992,building,2012,,,https://catalog.archives.gov/id/25338103,Iron,Iron River
Caspian Community Center,46.06190229200018,-88.6277148219999,building,2012,,,https://catalog.archives.gov/id/25338109,Iron,Caspian
Crystal Inn,46.096945435000066,-88.33314116499997,building,2012,,,https://catalog.archives.gov/id/25338097,Iron,Crystal Falls
"Diele, Ernest, House",46.09553442499998,-88.33064921599987,building,2012,,,https://catalog.archives.gov/id/25337999,Iron,Crystal Falls
Finnish and Swedish Mercantile Association Building,46.096862991000116,-88.33249233699998,building,2012,,,https://catalog.archives.gov/id/25338101,Iron,Crystal Falls
First National Bank Building,46.04575982500012,-88.37662870299988,building,2012,,,https://catalog.archives.gov/id/25338053,Iron,Alpha
"Frailing, Henry H., House",46.09333729700012,-88.63860071399988,building,2012,,,https://catalog.archives.gov/id/25338049,Iron,Iron River
"Haggerty, Dennis J., House",46.087653736000156,-88.64580496999986,building,2012,,,https://catalog.archives.gov/id/25338083,Iron,Iron River
"Hane, Gottfried, House",46.09340762600015,-88.64623497399998,building,2012,,,https://catalog.archives.gov/id/25338029,Iron,Iron River
"Hamilton, George, House",46.084090556000035,-88.64324152099994,building,2012,,,https://catalog.archives.gov/id/25338067,Iron,Stambaugh
"Hanna, M.A., Company Michigan District Superintendent's House",46.08399873500013,-88.64336812999993,building,2012,,,https://catalog.archives.gov/id/25338069,Iron,Stambaugh
"Hanson, John W., House",46.082808858000185,-88.62587267499998,building,2012,,,https://catalog.archives.gov/id/25338007,Iron,Stambaugh
"Harris, Joseph, House",46.08231376000008,-88.63219543199983,building,2012,,,https://catalog.archives.gov/id/25338001,Iron,Stambaugh
House at 902 Selden Road,46.0802184320001,-88.64338513299992,building,2012,,,https://catalog.archives.gov/id/25338079,Iron,Stambaugh
Iron County Fair Exhibition Hall,46.1006046330001,-88.64644932599998,building,2012,,,https://catalog.archives.gov/id/25337995,Iron,Iron River
Iron River Creamery,46.09325474500019,-88.63808083299989,building,2012,,,https://catalog.archives.gov/id/25338045,Iron,Iron River
Iron River Town Hall,46.09188862100018,-88.63920455399995,building,2012,,,https://catalog.archives.gov/id/25338091,Iron,Iron River
Italian Society Duke of Abruzzi Hall,46.06126889300009,-88.6216198649999,building,2012,,,https://catalog.archives.gov/id/25338145,Iron,Caspian
"Jacobson, Jacob, House",46.235217756000054,-88.44893133199992,building,2012,,,https://catalog.archives.gov/id/25338043,Iron,Amasa
"Joseph, Joseph, House",46.090060383000036,-88.6474288199999,building,2012,,,https://catalog.archives.gov/id/25338033,Iron,Iron River
"Hasselstrom, John, House",46.09784669600009,-88.33303352399997,building,2012,,,https://catalog.archives.gov/id/25338023,Iron,Crystal Falls
"Levine, Louis, House",46.08427048200019,-88.64324686799995,building,2012,,,https://catalog.archives.gov/id/25338015,Iron,Stambaugh
"MacKinnon, Donald C., House",46.09220084600014,-88.64878616099998,building,2012,,,https://catalog.archives.gov/id/25338065,Iron,Iron River
"McQuown, Lafayette, House",46.084712554000134,-88.63123152099989,building,2012,,,https://catalog.archives.gov/id/25338025,Iron,Stambaugh
Munro-M.A. Hanna Mining Company Office Building,46.089042232000104,-88.64312997699994,building,2012,,,https://catalog.archives.gov/id/25338137,Iron,Iron River
"Murphy, Timothy, House",46.09749282000013,-88.33250751499997,building,2012,,,https://catalog.archives.gov/id/25338031,Iron,Crystal Falls
"Parks, John H., Company-Wills Hardware Building",46.09651212200015,-88.33170767999997,building,2012,,,https://catalog.archives.gov/id/25338051,Iron,Crystal Falls
"Rau, Herman, House",46.0955193800001,-88.33194250099997,building,2012,,,https://catalog.archives.gov/id/25338019,Iron,Crystal Falls
"Ross, David M., House",46.09487750400012,-88.33296194699989,building,2012,,,https://catalog.archives.gov/id/25338011,Iron,Crystal Falls
"Royce, Steven, House",46.0969356490001,-88.34167922099988,building,2012,,,https://catalog.archives.gov/id/25338125,Iron,Crystal Falls
"Russell, William, House",46.09446073200007,-88.33010593099992,building,2012,,,https://catalog.archives.gov/id/25338093,Iron,Crystal Falls
Scalcucci's Grocery,46.10820341200008,-88.63748878899992,building,2012,,,https://catalog.archives.gov/id/25338139,Iron,Iron River
"Soderman, John, Farmhouse",46.10446262900012,-88.33681585199992,building,2012,,,https://catalog.archives.gov/id/25337993,Iron,Crystal Falls
Spies Boardinghouse,46.10954056900017,-88.63209375399994,building,2012,,,https://catalog.archives.gov/id/25338075,Iron,Mineral Hills
"Tully, William J., House",46.093433678000174,-88.64442472399998,building,2012,,,https://catalog.archives.gov/id/25338087,Iron,Iron River
"Van Wagner, Harvey, House",46.089001316000065,-88.64597442999991,building,2012,,,https://catalog.archives.gov/id/25338013,Iron,Iron River
Wall-Seppanen House,46.08801172500017,-88.64594497199988,building,2012,,,https://catalog.archives.gov/id/25338055,Iron,Iron River
"Windsor, Joseph, House",46.09161395700016,-88.64579349999997,building,2012,,,https://catalog.archives.gov/id/25338005,Iron,Iron River
Grass Lake Public School,42.25188812300019,-84.20453506399997,building,2012,,,https://catalog.archives.gov/id/25339597,Jackson,Grass Lake
Duff Building,42.998653647000076,-84.17152673899994,building,2012,,,https://catalog.archives.gov/id/25338488,Shiawassee,Owosso
Grow Block,42.99883958300005,-84.17176355399988,building,2012,,,https://catalog.archives.gov/id/25338490,Shiawassee,Owosso
Clark Memorial Hall,41.89885452100009,-84.03833935599994,building,2012,,,https://catalog.archives.gov/id/25339906,Lenawee,Adrian
Sessions Schoolhouse,42.955178814000185,-85.13304486899995,building,2012,,,https://catalog.archives.gov/id/25339539,Ionia,Ionia
"Hemingway, Ernest, Cottage",45.28014104800018,-84.99935158299992,building,2012,,,https://catalog.archives.gov/id/25338742,Emmet,Walloon Lake
"Hovey, Horatio N., House",43.231517746000016,-86.25157468099991,building,2012,,,https://catalog.archives.gov/id/25340165,Muskegon,Muskegon
"Sherwood, James Noble, House",42.43201995300018,-85.61923812899995,building,2012,,,https://catalog.archives.gov/id/25338823,Allegan,Plainwell
Joy House,42.27364753000012,-84.96359971299995,building,2012,,,https://catalog.archives.gov/id/25339052,Calhoun,Marshall
Emporium,42.27226363000004,-84.95971546499999,building,2012,,,https://catalog.archives.gov/id/25339030,Calhoun,Marshall
Cortright-Van Patten Mill,42.14641060900015,-84.80287755799998,building,2012,,,https://catalog.archives.gov/id/25338996,Calhoun,Homer
Douglass House,47.121888688000176,-88.56707921799995,building,2012,,,https://catalog.archives.gov/id/25339379,Houghton,Houghton
Kewawenon Mission,46.79366854200003,-88.42823069999997,building,2012,,,https://catalog.archives.gov/id/25338863,Baraga,Zeba
Lieblein House,47.126808020000055,-88.58884677999998,building,2012,,,https://catalog.archives.gov/id/25339383,Houghton,Hancock
Gardner House,45.24139360700007,-84.77893743399984,building,2012,,,https://catalog.archives.gov/id/25339020,Calhoun,Albion
Wagner's Block,42.271705171000114,-84.95970920799994,building,2012,,,https://catalog.archives.gov/id/25339032,Calhoun,Marshall
Calumet Theatre,47.248530491000096,-88.45345755899996,building,2012,,,https://catalog.archives.gov/id/25339441,Houghton,Calumet
Calumet Fire Station,47.24769906000012,-88.45373878199996,building,2012,,,https://catalog.archives.gov/id/25339421,Houghton,Calumet
"Grosvenor, E. O., House",41.98201503100011,-84.65970404699993,building,2012,,,https://catalog.archives.gov/id/25339373,Hillsdale,Jonesville
Stonehall,42.274202628000076,-84.96443069099996,building,2012,,,https://catalog.archives.gov/id/25339002,Calhoun,Marshall
"Prindle, William, Livery Stable",42.27140899700009,-84.96381721199992,building,2012,,,https://catalog.archives.gov/id/25339034,Calhoun,Marshall
Oakhill,42.27781381900012,-84.95582578299998,building,2012,,,https://catalog.archives.gov/id/25339014,Calhoun,Marshall
National House,42.27197822000004,-84.96442944599994,building,2012,,,https://catalog.archives.gov/id/25339058,Calhoun,Marshall
"Treadwell, William, House",41.86313540600008,-84.3646598599999,building,2012,,,https://catalog.archives.gov/id/25339367,Hillsdale,Hudson
"Kirby, William R., Sr., House",41.92664634000003,-84.57809280599996,building,2012,,,https://catalog.archives.gov/id/25339371,Hillsdale,Hillsdale
"Stimpson, Forrest J., House",45.786860242000046,-84.72707990099997,building,2012,,,https://catalog.archives.gov/id/25339129,Cheboygan,Mackinaw City
Hedden Hall,44.964668275000065,-85.48485134199991,building,2012,,,https://catalog.archives.gov/id/25339348,Grand Traverse,Traverse City
"Hannah, Perry, House",44.76121182700017,-85.62663694499997,building,2012,,,https://catalog.archives.gov/id/25339338,Grand Traverse,Traverse City
"Lardner, Ring, House",41.827545396000055,-86.25473759099998,building,2012,,,https://catalog.archives.gov/id/25338946,Berrien,Niles
"Protar, Feodar, Cabin",45.70357834800012,-85.56329119299996,building,2012,,,https://catalog.archives.gov/id/25339124,Charlevoix,St. James
Brown-Price House,42.74504998100008,-84.5525418069999,building,2012,,,https://catalog.archives.gov/id/25339491,Ingham,Lansing
State Office Building,42.730750735000186,-84.5576237279999,building,2012,,,https://catalog.archives.gov/id/25339509,Ingham,Lansing
"Moon, Darius B., House",42.73186561000011,-84.57193251199999,building,2012,,,https://catalog.archives.gov/id/25339483,Ingham,Lansing
South Range Community Building,47.06966107500005,-88.64338841699993,building,2012,,,https://catalog.archives.gov/id/25339393,Houghton,South Range
Kaleva Temple,47.07007245500017,-88.64294006999994,building,2012,,,https://catalog.archives.gov/id/25339395,Houghton,South Range
Lake Linden Village Hall and Fire Station,47.192247882000046,-88.40848946099995,building,2012,,,https://catalog.archives.gov/id/25339417,Houghton,Lake Linden
Merrylees-Post House,42.578948661000084,-84.45121371899995,building,2012,,,https://catalog.archives.gov/id/25337951,Ingham,Mason
"Bosch, Joseph, Building",47.191156233000065,-88.40945068399998,building,2012,,,https://catalog.archives.gov/id/25339389,Houghton,Lake Linden
Jacobsville Finnish Lutheran Church,46.98443161000005,-88.41861030299998,building,2012,,,https://catalog.archives.gov/id/25339403,Houghton,Jacobsville
Houghton County Courthouse,47.12048706500007,-88.57086125399996,building,2012,,,https://catalog.archives.gov/id/25339413,Houghton,Houghton
St. Katherine's Chapel,42.71864491900004,-84.3619216049999,building,2012,,,https://catalog.archives.gov/id/25339513,Ingham,East Lansing
Eustace Hall,42.69891950300007,-84.44748269199994,building,2012,,,https://catalog.archives.gov/id/25339475,Ingham,East Lansing
Lovell-Webber House,42.98364291600005,-85.06473840699988,building,2012,,,https://catalog.archives.gov/id/25339531,Ionia,Ionia
Michigan Central Depot,42.295515603000176,-85.58412843199989,building,2012,,,https://catalog.archives.gov/id/25339655,Kalamazoo,Kalamazoo
Masonic Temple Building,42.29381692900016,-85.58513684499991,building,2012,,,https://catalog.archives.gov/id/25339643,Kalamazoo,Kalamazoo
Desenberg Building,42.292412546000044,-85.58080140599986,building,2012,,,https://catalog.archives.gov/id/25339629,Kalamazoo,Kalamazoo
Kalamazoo State Hospital Water Tower,42.27707322100014,-85.60782471999988,building,2012,,,https://catalog.archives.gov/id/25339627,Kalamazoo,Kalamazoo
Ladies Library Association Building,42.28897602800009,-85.58694312099999,building,2012,,,https://catalog.archives.gov/id/25339653,Kalamazoo,Kalamazoo
"Jameson, James M., Farm",42.380563426000144,-84.60130349199989,building,2012,,,https://catalog.archives.gov/id/25339587,Jackson,Springport
Eagle Harbor Schoolhouse,47.45657534700017,-88.16278809199997,building,2012,,,https://catalog.archives.gov/id/25339781,Keweenaw,Eagle Harbor
Mann House,42.17920047000013,-84.64247479099998,building,2012,,,https://catalog.archives.gov/id/25339607,Jackson,Concord
Jackson District Library,42.24800515700006,-84.41111978099995,building,2012,,,https://catalog.archives.gov/id/25339599,Jackson,Jackson
Michigan Theater,42.24807011000018,-84.40602645399998,building,2012,,,https://catalog.archives.gov/id/25339609,Jackson,Jackson
"Blackbird, Chief Andrew J., House",45.430209120000136,-84.98472406099995,building,2012,,,https://catalog.archives.gov/id/25339273,Emmet,Harbor Springs
"Sharp, Ella, House",42.21499222000016,-84.41670803499994,building,2012,,,https://catalog.archives.gov/id/25339579,Jackson,Jackson
"Hackley, Charles H., House",43.23139458500003,-86.25895281399994,building,2012,,,https://catalog.archives.gov/id/25340173,Muskegon,Muskegon
Stone Post Office,42.247591927000144,-84.40877316299996,building,2012,,,https://catalog.archives.gov/id/25339595,Jackson,Jackson
Hume House,43.23139458500003,-86.25895281399994,building,2012,,,https://catalog.archives.gov/id/25340171,Muskegon,Muskegon
Shay Complex,45.430422743000115,-84.98407724199988,building,2012,,,https://catalog.archives.gov/id/25339266,Emmet,Harbor Springs
Ontonagon County Courthouse,46.87405667200015,-89.31134205399991,building,2012,,,https://catalog.archives.gov/id/25340344,Ontonagon,Ontonagon
Oscoda County Courthouse,44.61362263899996,-84.1236162229999,building,2012,,,https://catalog.archives.gov/id/25340352,Oscoda,Mio
Carnegie Public Library,45.74407218200001,-87.05631196399986,building,2012,,,https://catalog.archives.gov/id/25339201,Delta,Escanaba
"Silliman, Arthur, House",41.94359633200003,-85.63197944299998,building,2012,,,https://catalog.archives.gov/id/25340545,St. Joseph,Three Rivers
Nottawa Stone School,41.919629239,-85.44038769299988,building,2012,,,https://catalog.archives.gov/id/25340539,St. Joseph,Nottawa
Longyear Hall of Pedagogy-Northern Michigan University,46.55616198900003,-87.39802535999995,building,2012,,,https://catalog.archives.gov/id/25340063,Marquette,Marquette
Mather Inn,46.491638598000115,-87.66831557799998,building,2012,,,https://catalog.archives.gov/id/25340059,Marquette,Ishpeming
Upper Peninsula Brewing Company Building,46.54698328500018,-87.4230008749999,building,2012,,,https://catalog.archives.gov/id/25340057,Marquette,Marquette
Savings Bank Building,46.542952048000124,-87.39258170699986,building,2012,,,https://catalog.archives.gov/id/25340043,Marquette,Marquette
Greensky Hill Mission,45.32847312400008,-85.18485988399999,building,2012,,,https://catalog.archives.gov/id/25339120,Charlevoix,Charlevoix
"Church of Our Saviour, Friend of Children",46.5292822300001,-84.1512071319999,building,2012,,,https://catalog.archives.gov/id/25339154,Chippewa,Sault Ste. Marie
"Johnston, John, House",46.49924448900014,-84.33876431799996,building,2012,,,https://catalog.archives.gov/id/25339170,Chippewa,Sault Ste. Marie
Amazon Hosiery Mill,43.233534647,-86.25709195999991,building,2012,,,https://catalog.archives.gov/id/25340175,Muskegon,Muskegon
Muskegon YMCA Building,43.23529295100019,-86.25054333399993,building,2012,,,https://catalog.archives.gov/id/25340163,Muskegon,Muskegon
Marantette House,42.000041871000064,-85.45527133499992,building,2012,,,https://catalog.archives.gov/id/25340527,St. Joseph,Mendon
Farrand Hall,41.94833986900005,-85.34256836699991,building,2012,,,https://catalog.archives.gov/id/25340541,St. Joseph,Colon
Art Gallery Building,41.841536141000056,-85.66896201599997,building,2012,,,https://catalog.archives.gov/id/25340533,St. Joseph,Constantine
First Congregational Church,44.24472277500008,-86.32353566499997,building,2012,,,https://catalog.archives.gov/id/25340025,Manistee,Manistee
Bradley House,43.6286312580001,-84.26777772199988,building,2012,,,https://catalog.archives.gov/id/25340130,Midland,Midland
Van Buren County Courthouse Complex,42.21612491600006,-85.89084936199998,building,2012,,,https://catalog.archives.gov/id/25340583,Van Buren,Paw Paw
"Gould, Daniel, House",42.99765921600015,-84.16408942399987,building,2012,,,https://catalog.archives.gov/id/25338436,Shiawassee,Owosso
"Williams, Benjamin, House",43.003882332000096,-84.1717776079999,building,2012,,,https://catalog.archives.gov/id/25338480,Shiawassee,Owosso
"Williams, Alfred, House",43.00335176900017,-84.17216998999993,building,2012,,,https://catalog.archives.gov/id/25338440,Shiawassee,Owosso
"Gould, Ebenezer, House",42.997387009000136,-84.17857709899994,building,2012,,,https://catalog.archives.gov/id/25338438,Shiawassee,Owosso
"Gould, Amos, House",43.00450586400018,-84.17150363899998,building,2012,,,https://catalog.archives.gov/id/25338472,Shiawassee,Owosso
"Frieseke, Frederick, Birthplace and Boyhood Home",43.00436231700012,-84.17298243999994,building,2012,,,https://catalog.archives.gov/id/25338450,Shiawassee,Owosso
"Palmer, Albert, House",42.999635515000186,-84.17847417099996,building,2012,,,https://catalog.archives.gov/id/25338478,Shiawassee,Owosso
"Ayres, Nathan, House",43.003100111000144,-84.172917624,building,2012,,,https://catalog.archives.gov/id/25338448,Shiawassee,Owosso
"McCormick, Colin, House",42.998215105000035,-84.16835738099996,building,2012,,,https://catalog.archives.gov/id/25338446,Shiawassee,Owosso
"Todd, Edwin, House",43.00286357800018,-84.17427796699991,building,2012,,,https://catalog.archives.gov/id/25338460,Shiawassee,Owosso
"Miner, Selden, House",43.00505242700017,-84.17540452199995,building,2012,,,https://catalog.archives.gov/id/25338456,Shiawassee,Owosso
"Opdyke, Sylvester, House",43.00461179200005,-84.17579276199996,building,2012,,,https://catalog.archives.gov/id/25338458,Shiawassee,Owosso
"Perrigo, George, House",42.999087452000026,-84.1818114639999,building,2012,,,https://catalog.archives.gov/id/25338462,Shiawassee,Owosso
"Christian, Leigh, House",43.00361250800016,-84.17178998299993,building,2012,,,https://catalog.archives.gov/id/25338464,Shiawassee,Owosso
Christian-Ellis House,43.00283028700016,-84.17292999399997,building,2012,,,https://catalog.archives.gov/id/25338466,Shiawassee,Owosso
"Pardee, George, House",43.00299200400012,-84.17218648899996,building,2012,,,https://catalog.archives.gov/id/25338468,Shiawassee,Owosso
