name,latitude,longitude,subtype,year,date_reported,description,image_url,official_url,county,city
Packard Proving Grounds,42.89571,-83.6515,HSC,,,,,HTTP://WWW.PACKARDMOTORFDN.ORG/,Genesee,
Onaway Court House And Historical Museum,45.35773,-84.22827,HSC,,,,,HTTP://ONAWAYHISTORICALMUSEUM.COM/,Presque Isle,Onaway
Menominee County Historical Museum,45.1088,-87.61337,HSC,,,"website, operated by the Menominee County Historical Society",,HTTP://WWW.MENOMINEEHISTORICALSOCIETY.ORG,Menominee,Menominee
Menominee Range Historical Foundation Museum,45.82262,-88.06639,HSC,,,"website, operated by the Menominee Range Historical Foundation",,HTTP://WWW.MENOMINEEMUSEUM.COM,Dickinson,Iron Mountain
Michigan Historical Museum,41.71963,-86.90291,HSC,,,,,,,
Marlette Historical Society,43.32744,-83.07592,HSC,,,,,,Sanilac,Marlette
Marion Area Historical Museum,44.09596,-85.15312,HSC,,,,,,Osceola,
Museum Grand Ledge Area Historical Society,42.75158,-84.74841,HSC,,,website,,https://en.wikipedia.org/wiki/Grand_Ledge_Area_Historical_Society_Museum?action=edit&redlink=1,Eaton,Grand Ledge
Montrose Historical And Phone,43.17724,-83.89041,HSC,,,,,HTTP://WWW.MONTROSEBLUEBERRYFESTIVAL.NET,Genesee,
North Berrien Historical Museum,42.20551,-86.31745,HSC,,,"website, operated by the North Berrien Historical Society, history of the resorts of the Paw Paw Lakes, fruit farming, businesses, industries, and people of the area",,HTTP://WWW.NORTHBERRIENHISTORY.ORG,Berrien,Coloma
Mann House,42.17813,-84.64207,HSC,,,"1880s Victorian home, furnishings and gardens",,"https://en.wikipedia.org/wiki/Mann_House_(Concord,_Michigan)",Jackson,Concord
Meridian Historic Village,42.72118,-84.42934,HSC,,,"website, restored or replicated buildings featuring the heritage of the Seventh-day Adventist Church",,HTTP://WWW.MERIDIANHISTORICALVILLAGE.ORG,Ingham,Battle Creek
Historical Properties,42.32689,-85.19292,HSC,,,,,,Calhoun,
Ionia County Genealogical Society,42.98312,-85.05766,HSC,,,,,HTTP://WWW.IONIAHISTORY.ORG/,Ionia,Ionia
Les Cheneaux Historical Association,45.9937,-84.31811,HSC,,,"website, operated by the Les Cheneaux Historical Association, exhibits on lumbering, fishing, tourism, quilting, weaving, recreational activities",,HTTP://WWW.LCHISTORICAL.ORG/,Mackinac,Cedarville
Lapeer County Historical Society,43.05324,-83.31409,HSC,,,"website, operated by the Lapeer County Historical Society",,HTTP://LAPEERHISTORICALMUSEUM.ORG/,Lapeer,Lapeer
Jake Menghini Historical,45.79004,-87.91106,HSC,,,,,HTTP://WWW.NORWAYMUSEUM.ORG/,Dickinson,
Gratiot County Area Historical Museum,43.29156,-84.60798,HSC,,,Tours operated through Port Huron Museum,,HTTP://WWW.GCHGS.ORG,Gratiot,Port Huron
Greenmead Historical Museum And Village,42.4386,-83.41453,HSC,,,,,HTTP://WWW.CI.LIVONIA.MI.US,Wayne,
Franklin Historical Museum,42.52152,-83.26078,HSC,,,"website, operated by the Franklin Historic Society",,https://en.wikipedia.org/wiki/Franklin_Historical_Museum?action=edit&redlink=1,Oakland,Franklin
Frankenmuth Historical Museum,43.32702,-83.74029,HSC,,,"website, operated by the Frankenmuth Historical Association",,https://en.wikipedia.org/wiki/Frankenmuth_Historical_Museum?action=edit&redlink=1,Saginaw,Frankenmuth
Herbert H Dow Historical Museum,43.6292,-84.26684,HSC,,,,,HTTP://WWW.MCFTA.ORG,Midland,
Fife Lake Area Historical Museum,44.56157,-85.25184,HSC,,,"website, operated by the Fife Lake Area Historical Society",,https://en.wikipedia.org/wiki/Fife_Lake_Area_Historical_Museum?action=edit&redlink=1,Kalkaska,Fife Lake
Copper Range Historical Museum,47.06988,-88.64058,HSC,,,"Operated by the Copper Range Historical Society,[18] participating institution in Keweenaw National Historical Park",,https://en.wikipedia.org/wiki/Keweenaw_National_Historical_Park#Copper_Range_Historical_Museum,Houghton,South Range
Department Of Human Environment & Design Historic Collection,42.7356,-84.49352,HSC,,,,,,Ingham,
Covert Historical Museum,42.29103,-86.27196,HSC,,,,,,Van Buren,
Dossin Great Lakes Museum,42.36013,-83.06661,HSC,,,"Located at Belle Isle Park in the SS William Clay Ford Pilot House, operated by the Detroit Historical Society",,HTTP://DETROITHISTORICAL.ORG/DOSSIN-GREAT-LAKES-MUSEUM/PLAN-YOUR-VISIT/GENERAL-INFORMATION,Wayne,Detroit
Clawson Historical Museum,42.53651,-83.15004,HSC,,,website,,HTTP://WWW.CITYOFCLAWSON.COM/MUSEUM.HTM,Oakland,Clawson
Eagle Harbor Light Station,47.42614,-88.15338,HSC,,,"Operated by the Keweenaw County Historical Society, includes boat and life-saving equipment",,https://en.wikipedia.org/wiki/Eagle_Harbor_Coast_Guard_Station_Boathouse,Keweenaw,Mohawk
Allen House Historical Home,42.54583,-83.2155,HSC,,,"website, operated by the Bad Axe Historical Society, 1902 Dutch colonial home",,https://en.wikipedia.org/wiki/Allen_House_Museum?action=edit&redlink=1,Oakland,Bad Axe
Algonac Clay Historical Museum,42.61922,-82.53022,HSC,,,"website, exhibits on local cultural and maritime history, also operates the Clay Township Log Cabin",,HTTP://NEXUSPHEROMONESLEARNING.COM/,St. Clair,Algonac
Cedar Springs Historical Museum,43.21874,-85.55288,HSC,,,"website, operated by the Cedar Springs Historical Society in the 19th-century one-room Payne School",,https://en.wikipedia.org/wiki/Cedar_Springs_Museum?action=edit&redlink=1,Kent,Cedar Springs
Cappon House Museum,42.78856,-86.10875,HSC,,,"Operated by the Holland Museum, 19th-century Victorian home of Holland's first mayor and a restored Dutch settler's home",,HTTP://HOLLANDMUSEUM.ORG/,Ottawa,Holland
Arcadia Area Historical Museum,44.49333,-86.2357,HSC,,,website,,HTTP://WWW.ARCADIAMI.COM/,Manistee,Arcadia
Caseville Historical Society,43.95035,-83.24017,HSC,,,website,,https://en.wikipedia.org/wiki/Caseville_Historical_Society_Museum?action=edit&redlink=1,Huron,Caseville
Exeter Historical Society,42.02074,-83.55538,HSC,,,,,,Monroe,
Bangor Historical Society,42.30961,-86.11414,HSC,,,,,HTTP://WWW.BANGORMIHISTORY.COM/,Van Buren,
Elkton Area Historical Society,43.82839,-83.16761,HSC,,,,,HTTP://THEHCHS.ORG/ELKTON/INDEX.HTM,Huron,Elkton
Wexford Genealogy Organization,44.24881,-85.41786,HSC,,,Located in the former Cadillac Public Library,,https://en.wikipedia.org/wiki/Cadillac_Public_Library,Wexford,Cadillac
Michigan Trails And Greenways Alliance,42.74759,-84.54811,HSC,,,,,HTTP://WWW.MICHIGANTRAILS.ORG/,Ingham,
Oba News Research Center,42.3505,-83.05995,HSC,,,,,,Wayne,
International Pipestone Historical,42.10593,-86.4449,HSC,,,,,,Berrien,
Michigan Military History,42.73014,-84.56162,HSC,,,"website, history of Michigan's civilian and military personnel in 20th-century conflicts",,HTTP://WWW.LAAAGS.ORG/,Ingham,Lansing
Samesl Family Heritage Society,44.80522,-85.3531,HSC,,,,,HTTP://SAMELSFARM.ORG/,Grand Traverse,Williamsburg
Remus Area Historical Society,43.59404,-85.14536,HSC,,,,,,Mecosta,Remus
Greater Clinton Township Historical Society,42.59258,-82.97482,HSC,,,website,,https://en.wikipedia.org/wiki/Clinton_Township_Historical_Village_Museum?action=edit&redlink=1,Macomb,Clinton Charter Township
Michigan Lighthouse Alliance,46.01928,-83.8293,HSC,,,,,HTTP://WWW.MICHIGANLIGHTHOUSEALLIANCE.ORG/,Chippewa,
Galesburg Historical Society And Museum,42.28889,-85.40795,HSC,,,[29][30],,HTTP://WWW.GALESBURG.MICHLIBRARY.ORG/,Kalamazoo,Galesburg
Battered Women And Children'S Memorial Garden,42.25997,-83.71482,HSC,,,,,,Washtenaw,
Olive Township Historical Society,42.8897,-86.12004,HSC,,,,,HTTP://WWW.OLIVETOWNSHIP.COM,Ottawa,
Beaverton Historical Society,43.87408,-84.4189,HSC,,,,,,Gladwin,Beaverton
Ray Township Historical Society,42.76912,-82.92772,HSC,,,,,HTTP://WWW.RAYHISTORY.ORG/,Macomb,
Big Prairie Historical Preservation Society,43.56362,-85.75122,HSC,,,,,,Newaygo,
Oshtemo Historical Society,42.2956,-85.69952,HSC,,,,,,Kalamazoo,
Inland Water Route Historical Society,45.44067,-84.78253,HSC,,,website,,HTTPS://IWRHS.WORDPRESS.COM/,Emmet,Alanson
Greektown Preservation Society,42.33527,-83.04195,HSC,,,,,HTTP://GREEKTOWNDETROIT.ORG/,Wayne,
Hamburg Township Historical Society,42.44929,-83.80242,HSC,,,website,,HTTP://WWW.HAMBURG.MI.US,Livingston,Hamburg
Lumberjacks & Rivermens Park Association,43.37342,-84.83579,HSC,,,,,,Gratiot,
Delta Township Historical Society,42.76637,-84.61418,HSC,,,"website, operated by the Delta County Historical Society, located next to Sand Point Light",,HTTP://WWW.DTDL.ORG,Eaton,Escanaba
Historic Fort Wayne Coalition,43.15924,-83.38204,HSC,,,"Includes 1848 limestone barracks building, 1845 Star Fort, Commanding Officers house, Spanish–American War guard house and the Tuskegee Airmen Museum",,https://en.wikipedia.org/wiki/Fort_Wayne_(Detroit),Lapeer,Detroit
Brush Creek Mill,45.06857,-83.93814,HSC,,,,,HTTP://BRUSHCREEKMILL.COM/,Montmorency,Hillman
Kenton-Sidnaw Historical Society,46.46895,-88.96152,HSC,,,,,,Houghton,
West Side Detroit Polish American Historical Society,42.39535,-83.30297,HSC,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,HTTP://DETROITPOLONIA.ORG,Wayne,Detroit
Bowne Township Historical Society,42.82957,-85.36967,HSC,,,"website, operated by the Bowne Twp. Historical Commission, also Bowne Center School",,HTTP://WWW.BOWNETWP.ORG/,Kent,Alto
Harrisville Cultural Institute,44.65827,-83.34057,HSC,,,,,HTTPS://WWW.FACEBOOK.COM/HARRISVILLEINSTITUTEFORCULTURALLEARNING,Alcona,Harrisville
Peter Dougherty Society,44.9546,-85.48862,HSC,,,,,HTTP://WWW.OLDMISSIONHOUSE.COM/,Grand Traverse,
Lansing Area African American Genealogy Society,42.87097,-82.66504,HSC,,,,,,St. Clair,
Wardner Family Historical,42.26277,-83.70132,HSC,,,,,,Washtenaw,
Huron County Historical Society,43.80294,-83.00323,HSC,,,"History, pre-history and culture of the Blue Water area, includes maritime exhibits, musical instrument collection, art, log cabin",,HTTP://WWW.THEHCHS.ORG,Huron,Port Huron
Howell Area Historical Society,42.60938,-83.92969,HSC,,,,,HTTP://WWW.HOMESTEAD.COM/,Livingston,Howell
Leelanau Historical Society,45.02201,-85.76187,HSC,,,Includes exhibit of Anishinaabe black ash baskets and quillwork on birch bark,,HTTP://WWW.LEELANAUHISTORY.ORG,Leelanau,Leland
Imlay City Historical Commission,43.02491,-83.07461,HSC,,,website,,HTTP://WWW.IMLAYCITYHISTORICALMUSEUM.ORG,Lapeer,Imlay City
Washtenaw County Historical Society,42.2853,-83.74819,HSC,,,,,HTTP://WASHTENAWHISTORY.ORG/,Washtenaw,Ann Arbor
Flat River Historical Society,43.18311,-85.26608,HSC,,,"website, operated by the Flat River Historical Society",,HTTP://WWW.FLATRIVERHISTORICALSOCIETY.ORG,Montcalm,Greenville
Grosse Ile Historical Society,42.13432,-83.15492,HSC,,,,,HTTP://WWW.GIHISTORY.ORG/,Wayne,
Kent County Council For Historic Preservation,42.95887,-85.65806,HSC,,,,,,Kent,Grand Rapids
Michigan Photographic Historical Society,42.54487,-83.20846,HSC,,,,,,Oakland,
Van Buren County Historical Society,42.19915,-86.16609,HSC,,,[70],,https://en.wikipedia.org/wiki/Van_Buren_Historical_Society_Museum?action=edit&redlink=1,Van Buren,Hartford
Holly Historical Society,42.79012,-83.6277,HSC,,,,,HTTP://WWW.HSMICHIGAN.ORG/HOLLY/,Oakland,
Michigan Society Of Professional Surveyors,42.73246,-84.54783,HSC,,,,,,Ingham,
Alger County Historical Society,46.42374,-86.62617,HSC,,,Includes American Fur Company log cabin furnished for the 1830s[2],,HTTP://WWW.HSMICHIGAN.ORG/RESOURCES/LOCAL-HISTORICAL-ORGANIZATIONS/ALGER-COUNTY-HISTORICAL-SOCIETY/,Alger,Munising
Crawford County Historical Society,44.67423,-84.66119,HSC,,,"website, operated by the Crawford County Historical Society in an 1882 depot",,https://en.wikipedia.org/wiki/Crawford_County_Historical_Museum?action=edit&redlink=1,Crawford,Grayling
Houghton Lake Area Historical Society,44.33024,-84.67629,HSC,,,"Operated by the Houghton County Historical Society, site includes a railroad, one room schoolhouse, the Houghton County Historical Society Heritage Center and a WPA-era log cabin; participating institution in Keweenaw National Historical Park",,HTTP://WWW.HOUGHTONLAKEHISTORY.COM,Roscommon,Lake Linden
Grand Blanc Heritage Association,42.92661,-83.63124,HSC,,,"website, operated by the Grand Blanc Heritage Association",,HTTP://WWW.CITYOFGRANDBLANC.COM,Genesee,Grand Blanc
Milan Area Historical Society,42.09174,-83.68197,HSC,,,,,,Washtenaw,
Michilimackinac Historical Society,45.86853,-84.72719,HSC,,,Fortified fur-trading village as it appeared in the 1770s,,HTTP://FORTDEBUADE.COM/,Mackinac,Saint Ignace
Milford Historical Society,42.59157,-83.60007,HSC,,,"website, operated by the Milford Historical Society, 1835 Greek-revival Victorian house and log cabin",,HTTP://WWW.MILFORDHISTORY.ORG,Oakland,Milford
Flat Rock Historical Society,42.09451,-83.279,HSC,,,"website, operated by the Flat Rock Historical Society[5]",,HTTP://FLATROCKHISTORY.ORG/,Wayne,Flat Rock
Clarkston Community Historical Society,42.74006,-83.40929,HSC,,,,,HTTP://WWW.CLARKSTONHISTORICAL.ORG,Oakland,
Dexter Area Historical Society And Museum,42.33388,-83.87977,HSC,,,"website, operated by the Dexter Area Historical Society in a late 19th-century former church",,https://en.wikipedia.org/wiki/Dexter_Area_Museum?action=edit&redlink=1,Washtenaw,Dexter
Ada Historical Society,42.95543,-85.48739,HSC,,,"website, operated by the Ada Historical Society",,HTTP://WWW.HSMICHIGAN.ORG/ADA/,Kent,ADA
Homer Historical Society,42.14545,-84.80564,HSC,,,,,,Calhoun,Homer
Historic Preservation Of Antique Tractors,42.22061,-83.72931,HSC,,,,,HTTP://AACTMAD.ORG,Washtenaw,
Oceana County Historical & Genealogical Society,43.70095,-86.36227,HSC,,,,,HTTP://WWW.OCEANAHISTORY.ORG/,Oceana,Hart
Dearborn Historical Society,42.30769,-83.24028,HSC,,,Includes Commandant's Quarters and McFadden-Ross House,,HTTP://WWW.CITYOFDEARBORN.ORG,Wayne,Dearborn
Merrill Township Historical Society,43.7461,-85.86861,HSC,,,,,,Newaygo,
Montrose Veterans Bell Memorial Projfect,43.18454,-83.89341,HSC,,,,,,Genesee,Montrose
Felt Estate,42.69605,-86.18546,HSC,,,,,HTTP://WWW.FELTMANSION.ORG/,Allegan,Holland
Highland State Recreation Area,42.64853,-83.53358,HSC,,,,,HTTP://WWW.FRIENDSOFHIGHLANDREC.ORG/,Oakland,White Lake
Old House Network,42.28113,-85.59539,HSC,,,,,,Kalamazoo,
Port Huron & Detroit Railroad Historical Society,43.00671,-82.45898,HSC,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,HTTP://PHDRAILROAD.COM/,St. Clair,Detroit
Grand Traverse Area Veterans Coalition,44.72342,-85.60571,HSC,,,,,,Grand Traverse,
Michigan Military Technical Historical Society,42.4721,-82.95069,HSC,,,"website, history of Michigan's civilian and military personnel in 20th-century conflicts",,HTTP://WWW.MIMTHS.ORG,Macomb,Eastpointe
Smiths Chapel Historical Commission,41.78886,-86.14866,HSC,,,,,HTTP://MILTONTWP.ORG,Cass,
Lake County Historical Society,43.8986,-85.87354,HSC,,,"website, operated by the Fife Lake Area Historical Society",,https://en.wikipedia.org/wiki/Fife_Lake_Area_Historical_Museum?action=edit&redlink=1,Lake,Fife Lake
Round Island Lighthouse Preservation Society,43.43875,-84.02952,HSC,,,,,HTTP://WWW.ROUNDISLANDLIGHTMICHIGAN.COM/,Saginaw,
Darden Murphy African American Cowboy Historical Museum,42.30602,-85.5921,HSC,,,,,,Kalamazoo,Kalamazoo
History Remembered,42.85712,-85.62256,HSC,,,,,,Kent,
Harrietta Historical Museum,44.29313,-85.74327,HSC,,,,,,Wexford,
Usgenweb Census Project,43.62647,-85.84395,HSC,,,,,HTTP://WWW.US-CENSUS.ORG/,Newaygo,
Flushing City Hall Restoration Foundation,43.07073,-83.83989,HSC,,,,,HTTP://WWW.FLUSHINGRESTORATION.COM/ABOUT.HTML,Genesee,Flushing
Miners Memorial Heritage Park,46.45659,-90.16009,HSC,,,"Includes a mastodon site, Native American village, authentic and reproduction furnished buildings representing different eras in state history",,HTTP://FMMHP.COM/,Gogebic,Whitehall
Beechwood Historical Society,46.15961,-88.76915,HSC,,,,,HTTP://WWW.BEECHWOODHISTORICALSOCIETY.ORG/,Iron,Iron River
Twenty Lakes Antique Engine And Tractor Association,44.03109,-84.89796,HSC,,,,,HTTP://WWW.20LAKESANTIQUETRACTOR.ORG/,Clare,Harrison
American Museum Of History Palis Institute,42.84742,-83.71181,HSC,,,,,,Genesee,
Historic Ottawa Beach Society,42.79027,-86.09878,HSC,,,,,HTTP://WWW.HISTORICOTTAWABEACHSOCIETY.ORG/,Ottawa,
Irish Hills Historical Society,42.01868,-84.16974,HSC,,,,,,Lenawee,
Historical Association Of South Haven,42.40114,-86.26655,HSC,,,,,HTTP://HISTORYOFSOUTHHAVEN.ORG/,Van Buren,South Haven
Bessemer Area Historical Society,46.47854,-90.05204,HSC,,,website,,HTTP://BESSEMERHISTORICALSOCIETY.COM/,Gogebic,Bessemer
Berrien County Genealogical Society,42.10897,-86.46486,HSC,,,,,HTTP://WWW.BCGENSOC.COM/,Berrien,
History Preservation Association Of Barry County,42.69989,-85.26119,HSC,,,,,,Barry,
Clarksville-Campbell Historical Society,42.84333,-85.24588,HSC,,,,,,Ionia,
Cass City Area Historical And Genealogy Society,43.59992,-83.17463,HSC,,,,,,Tuscola,
Alpha Historical Museum,46.01707,-88.30499,HSC,,,,,,Iron,Alpha
Copper County Preservation Trust,47.24357,-88.45169,HSC,,,,,,Houghton,
Lansing Police Historical Preservation Association,42.68448,-84.53547,HSC,,,,,HTTP://LANSINGPOLICEHISTORY.ORG,Ingham,
Metropolitan Detroit Veterans Coalition,42.35416,-83.06116,HSC,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,https://en.wikipedia.org/wiki/Detroit_Historical_Museum,Wayne,Detroit
Underground Railroad Society Of Cass County,41.90289,-85.88677,HSC,,,,,,Cass,
Michigan Shipwreck Research Associates,42.77657,-86.11294,HSC,,,,,HTTP://MICHIGANSHIPWRECKS.ORG,Ottawa,
Flint Firefighters Historical Society,42.96913,-83.70443,HSC,,,,,,Genesee,
Kalamazoo Log Cabin Quilters,42.25552,-85.67699,HSC,,,,,,Kalamazoo,
Omena Historical Society,45.0697,-85.59938,HSC,,,,,HTTP://WWW.OMENAHISTORICALSOCIETY.COM/,Leelanau,Northport
Grand Rapids Community Legends,42.96723,-85.67335,HSC,,,,,,Kent,
Michigan Music Hall Of Fame,42.24375,-83.61323,HSC,,,Notable figures in the development of the automobile industry,,HTTP://WWW.MICHIGANMUSICHOF.ORG/,Washtenaw,Dearborn
Chinese Historians In The United States,42.92852,-85.84738,HSC,,,,,HTTP://WWW.HISTORIANS.ORG/,Ottawa,
Great Lakes Composite Group,42.42067,-83.51272,HSC,,,,,,Wayne,
Fort Custer Historical Society,42.33637,-85.301,HSC,,,,,HTTP://FORTCUSTERMUSEUM.ORG,Kalamazoo,
Preservation Bloomfield,42.59307,-83.25407,HSC,,,,,,Oakland,
Veterans Memorial,42.71224,-85.44937,HSC,,,,,,Barry,
Northville Historical Society,42.43268,-83.47896,HSC,,,,,HTTP://CI.NORTHVILLE.MI.US/COMMUNITY/MILLRACEVILLAGE/OVERVIEWMILLRACEVILLAGE.ASP,Wayne,
Harsens Island-St Clair Flats Historical Society,42.58091,-82.56277,HSC,,,website,,https://en.wikipedia.org/wiki/St._Clair_Historical_Museum?action=edit&redlink=1,St. Clair,Harsens Island
Pigeon Creek Schoolhouse Preservation Society,43.06412,-86.23122,HSC,,,,,,Ottawa,
Neareast Siders,42.42121,-83.13191,HSC,,,,,,Wayne,
Bridgeport Historical Society,43.35882,-83.88121,HSC,,,,,,Saginaw,Bridgeport
Morton House Museum,42.10897,-86.46486,HSC,,,website,,HTTP://WWW.MORTONHOUSEMUSEUM.ORG/,Berrien,Benton Harbor
Marquette County Historical Society,46.54177,-87.39526,HSC,,,"website, community art center, located in the lower level of the Peter White Public Library",,HTTP://WWW.MARQUETTECOHISTORY.ORG/,Marquette,Marquette
Monroe County Historical Museum,41.91647,-83.39764,HSC,,,"website, operated by the Monroe County Historical Commission, exhibits include George Armstrong Custer, local military, Native American and settler history; Martha Barker Country Store Museum and Navarre Anderson Trading Post Complex are open only by appointment",,HTTP://WWW.CO.MONROE.MI.US/GOVERNMENT/DEPARTMENTS_OFFICES/MUSEUM/INDEX.HTML,Monroe,Monroe
Carriage Town Ministries,43.0223,-83.68683,HSC,,,,,HTTP://CARRIAGETOWN.ORG,Genesee,
Historical Society Of Michigan,42.67313,-84.53447,HSC,,,,,HTTP://WWW.HSMICHIGAN.ORG/,Ingham,
Bay County Historical Society,43.59328,-83.8886,HSC,,,website,,HTTP://WWW.BCHSMUSEUM.ORG,Bay,Bay City
Mason County Historical Society,43.92701,-86.44462,HSC,,,website,,HTTP://WWW.HISTORICWHITEPINEVILLAGE.ORG,Mason,Mason
Quincy Mine Hoist Association,47.13638,-88.57939,HSC,,,"Copper mine, mine buildings and mining exhibits; participating institution in Keweenaw National Historical Park",,HTTP://WWW.QUINCYMINE.COM,Houghton,Hancock
Heritage Museum And Cultural Center,42.10652,-86.48256,HSC,,,"website, located in the Priscilla U. Byrns Heritage Center",,HTTP://THEHERITAGEMCC.ORG,Berrien,St. Joseph
Fenton Historical Society,42.78792,-83.72683,HSC,,,Operated by the Fenton Historical Society,,https://en.wikipedia.org/wiki/Fenton_Museum,Genesee,Fenton
Fort St Joseph Historical Association,41.83226,-86.27813,HSC,,,"Located in the carriage house of the Henry A. Chapin House, exhibits include Fort St. Joseph, the Underground Railroad in southern Michigan, railroads in Niles' history, Lakota Indian collection",,https://en.wikipedia.org/wiki/Henry_A._Chapin_House,Berrien,Niles
Oakland County Pioneer & Historical Society,42.64798,-83.3039,HSC,,,,,HTTP://OCPHS.ORG,Oakland,
Le Sault De Saint Marie Historical Sites,46.49885,-84.33781,HSC,,,,,HTTP://WWW.SAULTHISTORICSITES.COM/,Chippewa,
Jackson County Historical Society,42.24754,-84.41054,HSC,,,,,,Jackson,
Benzie Area Historical Society,44.59632,-86.09498,HSC,,,website,,https://en.wikipedia.org/wiki/Benzie_Area_Historical_Museum?action=edit&redlink=1,Benzie,Benzonia
Iron County Historical And Museum Society,46.06588,-88.62897,HSC,,,"website, 22 buildings including a Heritage Hall, two Mining Halls, a cultural center, Lee LeBlanc Wildlife Art Gallery, Giovanelli Italianati Art Gallery, Homestead and Lumbercamp with log buildings, The Carrie Jacobs Bond Victorian house & Museum Book & Gift Shop",,HTTP://WWW.IRONCOUNTYHISTORICALMUSEUM.ORG,Iron,Caspian
Grass Lake Area Historical Society,42.26872,-84.18991,HSC,,,,,,Jackson,
Presque Isle County Historical Museum,45.41989,-83.81796,HSC,,,"Located in the Craftsman-style Bradley House, includes period rooms, toys, Native American artifacts, country store, tools and other exhibits",,HTTP://WWW.THEBRADLEYHOUSE.ORG/,Presque Isle,Rogers City
Ypsilanti Heritage Foundation,42.25091,-83.56165,HSC,,,Production cars from the Willow Run Plant and Hudson Motors,,HTTP://WWW.YHF.ORG,Washtenaw,Ypsilanti
Wixom Historical Society,42.52431,-83.53376,HSC,,,,,HTTP://WWW.CITYOFWIXOM.COM,Oakland,
Arenac County Historical Society,44.05555,-83.65406,HSC,,,"website, operated by the Arenac County Historical Society",,https://en.wikipedia.org/wiki/Arenac_County_Historical_Museum?action=edit&redlink=1,Arenac,Au Gres
Greater West Bloomfield Historical Society,42.58331,-83.35928,HSC,,,,,,Oakland,
Lincoln Park Historical Society,42.25041,-83.17842,HSC,,,"website, operated by the Lincoln Park Historical Society",,https://en.wikipedia.org/wiki/Lincoln_Park_Historical_Museum?action=edit&redlink=1,Wayne,Lincoln Park
Historical Society Of Saginaw County,43.43135,-83.93596,HSC,,,Operated by the Historical Society of Saginaw County,,HTTP://WWW.SAGINAWCOUNTYSPORTS.COM/,Saginaw,Saginaw
Hillsdale County Historical Society,41.87307,-84.68981,HSC,,,,,,Hillsdale,
Cass County Historical Society,41.9838,-86.1059,HSC,,,,,HTTP://WWW.DOWAGIACMUSEUM.INFO,Cass,Dowagiac
Kaleva Historical Society,44.36664,-86.03113,HSC,,,House built of bottle wall construction in 1941,,HTTP://WWW.KALEVAMI.COM,Manistee,Manistee
Tamarack Valley Christian Center,42.45589,-85.31907,HSC,,,,,HTTP://WWW.TAMARACKVALLEY.ORG:80/INDEX.PHP?NID=88331&S=HM,Barry,Delton
Greenoak Township Historical Society,42.46834,-83.73082,HSC,,,,,HTTP://WWW.GREENOAKTOWNSHIPHISTORICALSOCIETY.ORG/INDEX.HTML,Livingston,
Salem Area Historical Society,42.36619,-83.61425,HSC,,,,,HTTP://SAHSHISTORY.ORG,Washtenaw,Plymouth
Romeo Historical Society,42.82693,-83.03181,HSC,,,,,HTTP://WWW.ROMEOHISTORICALSOCIETY.ORG/,Macomb,
Zeeland Historical Society,42.81241,-86.01806,HSC,,,"website, operated by the Zeeland Historical Society",,HTTP://ZEELANDMUSEUM.ORG/,Ottawa,Zeeland
Manchester Area Historical Society,42.15175,-84.03609,HSC,,,,,HTTP://MANCHESTERAREAHISTORICALSOCIETY.ORG,Washtenaw,
Clio Area Historical Association,43.17751,-83.73986,HSC,,,,,,Genesee,
Schoolcraft Historical Society,42.11607,-85.62843,HSC,,,Operated by the Schoolcraft County Historical Society,,HTTP://SCHS.CITYOFMANISTIQUE.ORG/,Kalamazoo,Manistique
Watrousville-Caro Area Historical Society,43.45189,-83.53531,HSC,,,,,HTTP://WATROUSVILLE.COM/,Tuscola,Vassar
White Lake Area Historical Society,43.41105,-86.34939,HSC,,,,,HTTP://WWW.WISCONSINHISTORY.ORG,Muskegon,
Allegan County Historical Society,42.52794,-85.8527,HSC,,,"Operated by the Allegan County Historical Society, jail and Victorian sheriff's house[3]",,HTTP://WWW.BEACONBLUFF.COM/,Allegan,Allegan
Kalamazoo County Historical Society,42.29169,-85.58683,HSC,,,,,https://en.wikipedia.org/wiki/Kalamazoo_Institute_of_Arts,Kalamazoo,Kalamazoo
Grand Ledge Area Historical Society,42.75555,-84.69978,HSC,,,website,,https://en.wikipedia.org/wiki/Grand_Ledge_Area_Historical_Society_Museum?action=edit&redlink=1,Eaton,Grand Ledge
Great Lakes Shipwreck Historical Society,46.50199,-84.35491,HSC,,,"Operated by the Great Lakes Shipwreck Historical Society, artifacts retrieved from local shipwrecks, also includes lighthouse keeper's quarters for Whitefish Point Light",,https://en.wikipedia.org/wiki/Great_Lakes_Shipwreck_Museum,Chippewa,Paradise
Wexford County Historical Society,44.25121,-85.39964,HSC,,,Located in the former Cadillac Public Library,,HTTP://WWW.WEXFORDCOUNTYHISTORY.ORG,Wexford,Cadillac
Your Heritage House,42.37464,-83.07451,HSC,,,Early 20th-century Victorian period house[33],,HTTP://WWW.ARTCOM.COM/MUSEUMS/NV/SZ/48202-38.HTM,Wayne,Essexville
Waterford Historical Society,42.69255,-83.38914,HSC,,,,,HTTP://WWW.WATERFORDHISTORICALSOCIETY.ORG/HISTORY/,Oakland,
Northern Indiana Historical Society,42.45056,-82.87306,HSC,,,,,,Wayne,
