name,latitude,longitude,subtype,year,date_reported,description,image_url,official_url,county,city
Mormon Print Shop,45.746111,-85.521111,Museum,2012,2012,"museum on Beaver Island, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Mormon%20Print%20shop.JPG,https://en.wikipedia.org/wiki/Mormon_Print_Shop,Charlevoix,
Meadow Brook Hall,42.67194444,-83.20111111,Historic house,1979,1979,"110-room, 88,000-square-foot (8,200 m2) mansion, contains paintings by Rembrandt, Anthony van Dyck, Rosa Bonheur, Gilbert Stuart, Joshua Reynolds, John Constable and Thomas Gainsborough, and sculpture by Antoine-Louis Barye, Frederic Remington, Cyrus Edwin Dallin, and Herbert Haseltine",,https://en.wikipedia.org/wiki/Meadow_Brook_Hall,Oakland,Rochester Hills
Pine Grove Historical Museum,42.64783,-83.30482,Multiple,1961,1961,"former estate of Governor Moses Wisner, Pontiac, Michigan",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/97/attachments/117,https://en.wikipedia.org/wiki/Pine_Grove_Historical_Museum,Oakland,Pontiac
Curwood Castle,42.99944444,-84.17527778,Historic house,2022,2022,Home of novelist and conservationist James Oliver Curwood,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/155/attachments/181,https://en.wikipedia.org/wiki/Curwood_Castle,Shiawassee,Owosso
Drake Memorial House,43.408085,-84.474998,Historic house,2009,2009,"website, operated by the Breckenridge-Wheeler Area Historical Society",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/399/attachments/3320,https://en.wikipedia.org/wiki/Drake_Memorial_House?action=edit&redlink=1,Gratiot,Breckenridge
Wing House Museum,41.938889,-84.9975,GMU,2012,2012,"Historic House Museum in Coldwater, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Lucius%20M.%20Wing%20House.jpg,https://en.wikipedia.org/wiki/Wing_House_Museum,Branch,Coldwater
First Congregational Living Museum,42.35527778,-83.06277778,Church,2012,2012,"Exhibits about church architecture and history, also houses Underground Railroad Living Museum, a storytelling experience",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/442/attachments/2711,"https://en.wikipedia.org/wiki/First_Congregational_Church_(Detroit,_Michigan)",Wayne,Detroit
City Opera House Heritage Association,44.76395,-85.623,HSC,2012,2012,Early 20th-century Victorian period house[33],https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/480/attachments/2464,HTTP://WWW.CITYOPERAHOUSE.ORG/,Grand Traverse,Essexville
Governor Charles Croswell House,41.89972222,-84.0325,Historic house,2012,2012,Mid 19th-century house,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/491/attachments/575,https://en.wikipedia.org/wiki/Governor_Charles_Croswell_House,Lenawee,Adrian
Holland Museum,42.7886,-86.1087,HSC,1997,1997,"history museum in Holland, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Isaac%20Cappon%20House.JPG,https://en.wikipedia.org/wiki/Holland_Museum,Ottawa,Holland
Commandant'S Quarters,42.30649,-83.24328,GMU,2012,2012,"Commandant's Quarters
This building was one of eleven built in 1833 for the United States Detroit Arsenal at Dearbornville. A walled compound, a 360-foot square, was erected to store military supplies on the frontier. Constructed of red brick in the Federal style, this arsenal was located on strategic Chicago Road, now Michigan Avenue. The quarters were a center for social and cultural events in Dearborn until they were closed in 1875. The Commandant’s Quarters later became a fire station, police station, church, courthouse, school facility, library, and meeting hall. The Dearborn Historical…",,https://catalog.archives.gov/id/25341024,Wayne,
Russell A. Alger House Museum,42.386817,-82.897355,Museum,2012,2012,"Branch Museum of the Detroit Institute of Arts, 1936-1948",,https://catalog.archives.gov/id/25341018,Wayne,
Fort Mackinac,45.85222222,-84.61722222,Fort,2012,2012,"14 original buildings and military exhibits, costumed interpreters",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/650/attachments/760,https://en.wikipedia.org/wiki/Fort_Mackinac,Mackinac,Mackinac Island
Kimball House Historical Museum,42.32202,-85.17566,HSC,1986,1986,"website, operated by the Historical Society of Battle Creek, Victorian-era mansion, features room about Sojourner Truth",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/666/attachments/2872,HTTP://WWW.HERITAGEBATTLECREEK.ORG,Calhoun,Battle Creek
Blanchard House,42.98277778,-85.05777778,Historic house,2012,2012,"website, 1880s Italianate mansion, owned and operated by the Ionia County Historical Society, includes a museum of local Ionia history",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/711/attachments/823,https://en.wikipedia.org/wiki/John_C._Blanchard_House,Ionia,Ionia
Paulson House,46.40694444,-86.85027778,Historic house,2012,2012,1884 Swedish log house,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/765/attachments/2581,"https://en.wikipedia.org/wiki/Paulson_House_(AuTrain,_Michigan)",Alger,Au Train
Turner-Dodge House,42.75167,-84.55186,HSC,1980,1980,Mansion operated by the city,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/797/attachments/922,https://en.wikipedia.org/wiki/Turner-Dodge_House,Ingham,Lansing
Voigt House Victorian Museum,42.96052,-85.65686,GMU,1977,1977,"Victorian period house, operated by the Grand Rapids Public Museum",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/824/attachments/2828,https://en.wikipedia.org/wiki/Grand_Rapids_Public_Museum#Voigt_House_Victorian_Museum,Kent,Grand Rapids
Newton House Museum,42.01222222,-85.96805556,Historic house,2012,2012,Restored two-story Quaker home of the mid-1800s[46],,https://en.wikipedia.org/wiki/George_Newton_House,Cass,Dowagiac
Meyer May House,42.954189,-85.659189,Historic house,1987,1987,Restored 1909 house designed by Frank Lloyd Wright,,https://en.wikipedia.org/wiki/Meyer_May_House,Kent,Grand Rapids
Bailey Museum,42.39201,-86.26369,Historic house,2012,2012,"museum home in South Haven, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Bailey%20Museum.jpg,https://en.wikipedia.org/wiki/Liberty_Hyde_Bailey_Birthplace,Van Buren,South Haven
Plymouth Historical Museum,42.37291,-83.46692,HSC,2016,2016,"website, growth of American industry, the advent of the railroad and the invention of the automobile",,HTTP://WWW.PLYMOUTHHISTORY.ORG,Wayne,Plymouth
Michigan State University Museum,42.7315,-84.4816,Multiple,1955,1955,museum on Michigan State University campus,http://commons.wikimedia.org/wiki/Special:FilePath/MSU%20Museum.jpg,https://en.wikipedia.org/wiki/MSU_Museum,Ingham,East Lansing
Honolulu House Museum,42.2724,-84.96422,HSC,2012,2012,"Operated by the Marshall Historical Society, 1880s-period house",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/983/attachments/1090,HTTP://MARSHALLHISTORICALSOCIETY.ORG/,Calhoun,Marshall
Clio Depot,43.177619,-83.7376,Local history,2012,2012,"former railway station and museum in Clio, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Clio%20Depot%20Michigan%202019-2619.jpg,https://en.wikipedia.org/wiki/Clio_Depot,Genesee,Clio
Wayne State University Planetarium,42.35499,-83.06619,SCI,1958,1958,"website, part of Michigan State University, natural history, culture including Asia, Africa, and the Americas, and the Great Lakes Quilt Center",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1024/attachments/2540,HTTP://PLANETARIUM.WAYNE.EDU/,Wayne,East Lansing
Scarab Club,42.35985,-83.062819,Art,2012,2012,"artists' club, gallery, and studio in Detroit, Michigan, U.S",http://commons.wikimedia.org/wiki/Special:FilePath/The%20Scarab%20Club.JPG,https://en.wikipedia.org/wiki/Scarab_Club,Wayne,Detroit
Hubbard Memorial Museum,42.17813,-84.64001,GMU,2012,2012,"Paddock-Hubbard House
In 1843 New York natives Alfred and Ruth Paddock migrated to Concord Township. Within two years they erected this Greek Revival house, reminiscent of those in their home state. A prominent merchant, Alfred Paddock (1805-1870) owned and operated one of Concord’s first flour mills. He served as township supervisor from 1844 to 1849 and in the Michigan State Senate from 1853 to 1854. In 1854 the Paddocks hosted Concord’s first meeting of the Universalist Society in this house.

Paddock-Hubbard House
In February 1897 Truman and Cora Hubbard rented this house from the Paddock…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1075/attachments/1172,https://catalog.archives.gov/id/25339591,Jackson,
Governor's Mansion Museum,42.265,-84.95444444,Historic house,2012,2012,"Operated by the Mary Marshall Chapter D.A.R., mid-19th-century Greek Revival mansion built in anticipation that Marshall would become the State Capital of Michigan",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1103/attachments/2355,"https://en.wikipedia.org/wiki/Governor's_Mansion_(Marshall,_Michigan)",Calhoun,Marshall
Henry A. Chapin House,41.829167,-86.253333,Museum,2012,2012,"Niles, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20A.%20Chapin%20House%2001.JPG,https://en.wikipedia.org/wiki/Henry_A._Chapin_House,Berrien,
Byron Area Historic Museum,42.811,-85.7256,HSC,1990,1990,"history museum in Byron Center, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Town%20Hall%20in%20Byron%20Center%20MI%20-%20now%20a%20museum.JPG,https://en.wikipedia.org/wiki/Byron_Area_Historic_Museum,Kent,Byron Center
Kempf House Museum,42.278889,-83.744444,HSC,1988,1988,"house museum in Ann Arbor, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/HenryBennettHouseAnnArborMI.JPG,https://en.wikipedia.org/wiki/Kempf_House_Museum,Washtenaw,Ann Arbor
Marshall Historical Society,42.2724,-84.96422,HSC,1972,1972,"Part of Saginaw Valley State University, displays plaster models of Marshall Fredericks bronze sculptures, also changing art exhibits",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1209/attachments/1311,HTTP://WWW.MARSHALLHISTORICALSOCIETY.ORG,Calhoun,University Center
Paine-Gillam-Scott Museum,43.000928,-84.5585098,Local history,1998,1998,"website, also known as the Clinton County Historical Society Museum",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1229/attachments/1334,https://en.wikipedia.org/wiki/Paine-Gillam-Scott_Museum?action=edit&redlink=1,Clinton,St. Johns
Ford Piquette Avenue Plant,42.3692,-83.0656,Automotive,2022,2022,Birthplace of the Ford Model T and the world's oldest car factory building open to the public (built 1904),https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1237/attachments/3003,https://en.wikipedia.org/wiki/Ford_Piquette_Avenue_Plant,Wayne,Detroit
Courthouse Square Museum,42.564444,-84.836667,HSC,2012,2012,"museum and former courthouse in Charlotte, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/County%20Courthouse%20Museum%20Charlotte.jpg,https://en.wikipedia.org/wiki/Courthouse_Square_Museum,Eaton,Charlotte
Capitol Hill School,42.26444444,-84.95194444,School,2012,2012,"website, operated by the Marshall Historical Society, 19th-century schoolhouse, toy displays, open by appointment",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1349/attachments/1448,https://en.wikipedia.org/wiki/Capitol_Hill_School,Calhoun,Marshall
Robert J. Whaley House,43.02,-83.684,Museum,2012,2012,"historic house museum in Flint, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Whaley%20House%20Flint.jpg,https://en.wikipedia.org/wiki/Whaley_Historic_House_Museum,Genesee,
Historical Society Of Battle Creek,42.31913,-85.1825,HSC,1959,1959,"website, hosts 10-12 varied shows each year, including annual Michigan Artist Competition exhibition",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1409/attachments/1499,https://en.wikipedia.org/wiki/Art_Center_of_Battle_Creek?action=edit&redlink=1,Calhoun,Battle Creek
American Museum of Magic,42.2722,-84.9585,Magic,1985,1985,"museum in Marshall, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/American%20Museum%20of%20Magic.jpg,https://en.wikipedia.org/wiki/American_Museum_of_Magic,Calhoun,Marshall
Ella Sharp Museum,42.21538,-84.41808,GMU,1975,1975,"website, wildlife art, local history, changing art exhibits, 19th-century Ella Sharp House and interpretive center, a one-room schoolhouse, log house and tower barn",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1480/attachments/1576,HTTP://WWW.ELLASHARP.ORG,Jackson,Jackson
Nankin Mills Nature Center,42.3486,-83.3694,Nature center,1977,1977,nature center,http://commons.wikimedia.org/wiki/Special:FilePath/NankinMillsFront.jpg,https://en.wikipedia.org/wiki/Nankin_Mills_Nature_Center,Wayne,Westland
Felt Mansion,42.69694444,-86.19361111,Historic house,2012,2012,Mid 20th-century mansion,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1524/attachments/1626,https://en.wikipedia.org/wiki/Dorr_E._Felt_Mansion,Allegan,Holland
Canfield West-Wayne Preservation Association,42.35096,-83.06708,HSC,1990,1990,website,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1526/attachments/2703,https://en.wikipedia.org/wiki/Wayne_Historical_Museum?action=edit&redlink=1,Wayne,Wayne
Florence B. Dearing Museum,42.6552003,-83.7545691,Local history,1976,1976,"website, operated by the Hartland Area Historical Society",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1552/attachments/2820,https://en.wikipedia.org/wiki/Florence_B._Dearing_Museum?action=edit&redlink=1,Livingston,Hartland
Hackley And Hume Historic Site,43.2319,-86.25466,HSC,1988,1988,"website, operated by Lakeshore Museum Center, Charles H. Hackley House and Hume House, 1890s period Victorian houses",,HTTP://WWW.LAKESHOREMUSEUM.ORG,Muskegon,Muskegon
Ypsilanti Historical Museum,42.24471,-83.61283,HSC,1963,1963,"museum of history in Ypsilanti, Michigan",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1595/attachments/1690,HTTP://WWW.YPSILANTIHISTORICALSOCIETY.ORG,Washtenaw,Ypsilanti
St. Ignace Mission,45.871667,-84.731944,Museum,1958,1958,"mission site in Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/St%20Ignace%20Mission%202009.jpg,https://en.wikipedia.org/wiki/St._Ignace_Mission,Mackinac,
Music Hall Center For The Performing Arts,42.33721,-83.04604,SCI,1978,1978,"Music Hall
Originally called the Wilson Theatre, this building was completed in 1928 with funds provided by Matilda Wilson (Mrs. Alfred G.). William E. Kapp of Smith, Hinchman and Grylls, an architectural firm whose works dominated the city’s skyline of the 1920s, designed this Art Deco-style edifice. Terra cotta Greek masks adorn the exterior, and elaborate molded plaster and stenciling complement the interior. The theater’s purpose of offering legitimate productions was initially fulfilled, but during the depression its lights dimmed except for sporadic occasions. From 1946 to 1949 the Detr…",,,Wayne,
E.O. Grosvenor House,41.9819,-84.6597,Historic house,2012,2012,"house museum in Jonesville, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/Grovesnor%20House%20Jonesville%20MI.jpg,https://en.wikipedia.org/wiki/E._O._Grosvenor_House,Hillsdale,Jonesville
Chief Andrew J. Blackbird House,45.430278,-84.984722,GMU,2012,2012,"historic house in Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Chief%20Andrew%20J%20Blackbird%20House%20Harbor%20Springs%20Michigan%202011.jpg,https://en.wikipedia.org/wiki/Chief_Andrew_J._Blackbird_House,Emmet,Harbor Springs
Art Gallery Building,41.841389,-85.668889,Art,2012,2012,United States historic place,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Art%20Gallery%20Building.jpg,https://en.wikipedia.org/wiki/Art_Gallery_Building,St. Joseph,Spring Arbor
Robert Stuart House,45.8497,-84.6186,Local history,2012,2012,"Mackinac Island, Michigan, NRHP-listed in Mackinac County",http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Stuart%20House%20Museum%20Mackinac%20Island.jpg,https://en.wikipedia.org/wiki/Robert_Stuart_House,Mackinac,Mackinac Island
Edward E. Hartwick Memorial Building,44.740278,-84.653889,Museum,2012,2012,United States historic place,http://commons.wikimedia.org/wiki/Special:FilePath/Hartwick%20Pines%20Memorial%20Building.jpg,https://en.wikipedia.org/wiki/Edward_E._Hartwick_Memorial_Building,Crawford,
Thomas and Anna Morrissey House,42.789167,-86.116111,Museum,2012,2012,"house museum in Holland, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20and%20Anna%20Morrissey%20House.JPG,https://en.wikipedia.org/wiki/Thomas_and_Anna_Morrissey_House,Ottawa,
Church of the Assumption,47.389444,-88.276111,Museum,2012,2012,"church building in Houghton Township, Michigan, United States of America",http://commons.wikimedia.org/wiki/Special:FilePath/Church%20of%20the%20Assumption%20Houghton%20County%20MI%202009.jpg,"https://en.wikipedia.org/wiki/Church_of_the_Assumption_(Phoenix,_Michigan)",Keweenaw,
Pickle Barrel House Museum,46.67111944,-85.98474167,Historic house,2012,2012,Operated by the Grand Marais Historical Society[37],,https://en.wikipedia.org/wiki/Pickle_Barrel_House,Alger,Grand Marais
Cadillac Public Library,44.251944,-85.398611,Museum,2012,2012,"local museum in Cadillac, Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Cadillac%20MI%20Public%20Library.jpg,https://en.wikipedia.org/wiki/Cadillac_Public_Library,Wexford,
Grice House Museum,43.85555556,-82.65333333,Historic house,2012,2012,"19th-century house, barn and school",,https://en.wikipedia.org/wiki/Grice_House_Museum,Huron,Harbor Beach
Frank Murphy Memorial Museum,43.8425,-82.65138889,Historic house,2012,2012,Home of Michigan politician Frank Murphy,,https://en.wikipedia.org/wiki/Frank_Murphy_Birthplace,Huron,Harbor Beach
Hadley Mill Museum,42.95083333,-83.40277778,Mill,2012,2012,Operated by the Hadley Township Historical Society,,https://en.wikipedia.org/wiki/Hadley_Flour_and_Feed_Mill,Lapeer,Hadley Township
Castle Museum of Saginaw County History,43.428611,-83.935833,Local history,2012,2012,"museum and historic building in Saginaw, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/Saginaw%20Castle%20Museum%202025b.jpg,https://en.wikipedia.org/wiki/Castle_Museum_of_Saginaw_County_History,Saginaw,Saginaw
Hack House Museum,42.08472222,-83.67083333,Local history,2012,2012,Operated by the Milan Area Historical Society,,https://en.wikipedia.org/wiki/Friend-Hack_House,Washtenaw,Milan
Roethke House,43.41666667,-83.98722222,Biographical,2012,2012,"website, home of poet Theodore Roethke",,https://en.wikipedia.org/wiki/Roethke_Houses,Saginaw,Saginaw
Aeronca Museum,42.566945,-83.783055,Museum,,,Museum,,https://en.wikipedia.org/wiki/Aeronca_Museum,Livingston,
A. E. Seaman Mineral Museum,47.1108,-88.5526,Geology,,,state mineral museum of Michigan,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20D%20Shaffner%20Hall.jpg,https://en.wikipedia.org/wiki/A._E._Seaman_Mineral_Museum,Houghton,Houghton
Air Zoo,42.2322,-85.56,Aerospace,,,"aerospace museum and amusement park in Portage, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/Air%20Zoo%20Main%20Entrance.JPG,https://en.wikipedia.org/wiki/Air_Zoo,Kalamazoo,Portage
Ann Arbor Hands-On Museum,42.2815,-83.7462,CMU,,,"museum in Ann Arbor, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/Hands-On%20Museum%20Ann%20Arbor.JPG,https://en.wikipedia.org/wiki/Ann_Arbor_Hands-On_Museum,Washtenaw,Ann Arbor
Arab American National Museum,42.322147,-83.176603,GMU,,,"museum in Dearborn, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Arab%20American%20National%20Museum.jpg,https://en.wikipedia.org/wiki/Arab_American_National_Museum,Wayne,Dearborn
Argus Museum,42.2779,-83.7546,Photography,,,"museum in Ann Arbor, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/The%20Argus%20Museum.jpg,https://en.wikipedia.org/wiki/Argus_Museum,Washtenaw,Ann Arbor
Automotive Hall of Fame,42.3025,-83.237694,GMU,,,award,http://commons.wikimedia.org/wiki/Special:FilePath/Automotive%20Hall%20of%20Fame%20Dearborn.JPG,https://en.wikipedia.org/wiki/Automotive_Hall_of_Fame,Wayne,Dearborn
Besser Museum for Northeast Michigan,45.0808,-83.4485,Multiple,,,"museum in Alpena, Michigan, United States",,https://en.wikipedia.org/wiki/Besser_Museum_for_Northeast_Michigan,Alpena,Alpena
Carnegie Center,42.9722,-82.4266,Local history,,,"Carnegie funded location in Port Huron, Michigan. Part of the Port Huron Museum.",http://commons.wikimedia.org/wiki/Special:FilePath/Port%20Huron%20Museum%20Carnegie%20Center.JPG,https://en.wikipedia.org/wiki/Carnegie_Center_(Port_Huron_Museum),St. Clair,Port Huron
Carnegie Museum of the Keweenaw,47.1214,-88.5679,Multiple,,,"Rotating exhibits about local history, natural history, science and culture",http://commons.wikimedia.org/wiki/Special:FilePath/Carnegie%20Museum%20-%20Houghton.jpg,https://en.wikipedia.org/wiki/Carnegie_Museum_of_the_Keweenaw,Houghton,Houghton
Charles H. Wright Museum of African American History,42.359,-83.061,GMU,,,non-profit organization in the USA,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Wright%20African-American%20Museum.jpg,https://en.wikipedia.org/wiki/Charles_H._Wright_Museum_of_African_American_History,Wayne,Detroit
Cliffs Shaft Mine Museum,46.4911,-87.6753,Industry - Mining,,,"former mine, now a museum in Ishpeming, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/Cliffs%20Shaft%20Mine%202009d.jpg,https://en.wikipedia.org/wiki/Cliffs_Shaft_Mine_Museum,Marquette,Ishpeming
Coe House,42.248889,-84.218611,Historic house,,,"historic house and museum in Grass Lake, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/Coe%20House%20Museum%2C%20Grass%20Lake%2C%20front%20view.jpg,"https://en.wikipedia.org/wiki/Coe_House_(Grass_Lake,_Michigan)",Jackson,Grass Lake
C-Pop,42.351639,-83.060305,Museum,,,"art gallery in Detroit, United States",,https://en.wikipedia.org/wiki/C-Pop_(gallery),Wayne,
Crossroads Village (Michigan),43.0926,-83.6504,Living,,,"living museum in Michigan, US",,https://en.wikipedia.org/wiki/Crossroads_Village,Genesee,Flint
Dennos Museum Center,44.764722,-85.58775,Art,,,"museum in Traverse City, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Dennos%20Museum%20sign.jpg,https://en.wikipedia.org/wiki/Dennos_Museum_Center,Grand Traverse,Traverse City
Detroit Historical Museum,42.3596,-83.0673,HSC,,,American museum in Michigan,http://commons.wikimedia.org/wiki/Special:FilePath/Historical%20Museum.jpg,https://en.wikipedia.org/wiki/Detroit_Historical_Museum,Wayne,Detroit
Detroit Institute of Arts,42.359444,-83.064722,ART,,,"art museum in Detroit, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Detroit%20Institute%20of%20Arts%20July%202018%201.jpg,https://en.wikipedia.org/wiki/Detroit_Institute_of_Arts,Wayne,Detroit
Dossin Great Lakes Museum,42.3348,-82.9854,Maritime,,,museum in Michigan,http://commons.wikimedia.org/wiki/Special:FilePath/DossinGreatLakesMuseum.JPG,https://en.wikipedia.org/wiki/Dossin_Great_Lakes_Museum,Wayne,Detroit
Eli and Edythe Broad Art Museum,42.7327,-84.4768,Art,,,"art museum in East Lansing, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/MSU%20Broad%20Art%20Museum%20exterior%201.jpg,https://en.wikipedia.org/wiki/Eli_and_Edythe_Broad_Art_Museum,Ingham,East Lansing
Flint Children's Museum,43.014,-83.7117,CMU,,,"children's museum in Flint, Michigan",,https://en.wikipedia.org/wiki/Flint_Children%27s_Museum,Genesee,Flint
Flint Institute of Arts,43.0224,-83.6778,Art,,,"art school and museum in Flint, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Flint%20fia.JPG,https://en.wikipedia.org/wiki/Flint_Institute_of_Arts,Genesee,Flint
Frederik Meijer Gardens & Sculpture Park,42.98139,-85.5875,Art,,,"botanical garden and outdoor sculpture park located in Grand Rapids Township, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Meijer%20Gardens%20Landscape%20with%20Conservatory.jpg,https://en.wikipedia.org/wiki/Frederik_Meijer_Gardens_%26_Sculpture_Park,Kent,Grand Rapids
Gardner House,42.241667,-84.752778,HSC,,,"historic house in Albion, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/Gardner%20House%20%E2%80%94%20Albion%2C%20Michigan.jpg,"https://en.wikipedia.org/wiki/Gardner_House_(Albion,_Michigan)",Calhoun,Albion
Gerald R. Ford Presidential Museum,42.968333,-85.6775,Biographical,,,"presidential museum and library for U.S. President Gerald Ford in Grand Rapids, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Ford%20ford%20museum.jpg,https://en.wikipedia.org/wiki/Gerald_R._Ford_Presidential_Museum,Kent,Grand Rapids
Gilmore Car Museum,42.4405,-85.4216,Automotive,,,"automobile museum in Hickory Corners, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Checker%20A-11%20Taxicab%201982.jpg,https://en.wikipedia.org/wiki/Gilmore_Car_Museum,Barry,Barry Township
Grand Rapids Art Museum,42.965,-85.6714,Art,,,"art museum in Grand Rapids, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/GRAM%20Grand%20Rapids.jpg,https://en.wikipedia.org/wiki/Grand_Rapids_Art_Museum,Kent,Grand Rapids
Public Museum of Grand Rapids,42.9656,-85.6769,GMU,,,"archive organization in Grand Rapids, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Rapids%20Public%20Museum.jpg,https://en.wikipedia.org/wiki/Grand_Rapids_Public_Museum,Kent,Grand Rapids
Great Lakes Shipwreck Museum,46.770556,-84.956667,Maritime,,,"Operated by the Great Lakes Shipwreck Historical Society, artifacts retrieved from local shipwrecks, also includes lighthouse keeper's quarters for Whitefish Point Light",http://commons.wikimedia.org/wiki/Special:FilePath/Great%20Lakes%20Shipwreck%20Museum.JPG,https://en.wikipedia.org/wiki/Great_Lakes_Shipwreck_Museum,Chippewa,Paradise
Hitsville U.S.A.,42.364167,-83.088444,Museum,,,"nickname given to Motown's first headquarters, located at 2648 West Grand Boulevard in Detroit, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Hitsville%20USA.jpg,https://en.wikipedia.org/wiki/Hitsville_U.S.A.,Wayne,
Impression 5 Science Center,42.7323,-84.5486,SCI,,,non-profit museum in the USA,http://commons.wikimedia.org/wiki/Special:FilePath/Impression%205%20Science%20Center%20Museum%20Lansing%2C%20Michigan.jpg,https://en.wikipedia.org/wiki/Impression_5_Science_Center,Ingham,Lansing
